rfscVS0vtbw,Learn Python - Full Course for Beginners [Tutorial],2018-07-11T18:00:42Z,Want more from Mike? He's starting a coding RPG/Bootcamp - https://simulator.dev/,2021-03-09T18:41:00Z,2021-03-09T18:41:00Z,2736
rfscVS0vtbw,Learn Python - Full Course for Beginners [Tutorial],2018-07-11T18:00:42Z,Your dedication & Hardwork shows how legit and reliable you are honestly working with you can’t express how grateful I’m right now”❤️,2022-06-26T23:55:52Z,2022-06-26T23:55:52Z,1
rfscVS0vtbw,Learn Python - Full Course for Beginners [Tutorial],2018-07-11T18:00:42Z,Your dedication & Hardwork shows how legit and reliable you are honestly working with you can’t express how grateful I’m right now”❤️,2022-06-26T23:55:46Z,2022-06-26T23:55:46Z,1
rfscVS0vtbw,Learn Python - Full Course for Beginners [Tutorial],2018-07-11T18:00:42Z,1:03:13checkpoint 1,2022-06-26T23:00:01Z,2022-06-26T23:00:01Z,0
rfscVS0vtbw,Learn Python - Full Course for Beginners [Tutorial],2018-07-11T18:00:42Z,the print(Hello World) command took me 20 minutes -_-. but I figured it out and that's what programming is about right?,2022-06-26T21:56:12Z,2022-06-26T21:56:12Z,0
rfscVS0vtbw,Learn Python - Full Course for Beginners [Tutorial],2018-07-11T18:00:42Z,Eek a fetus is teaching programming! I am getting too old...,2022-06-26T21:54:35Z,2022-06-26T21:54:35Z,0
rfscVS0vtbw,Learn Python - Full Course for Beginners [Tutorial],2018-07-11T18:00:42Z,Note to myself : Chapter Functions at 1:26:05,2022-06-26T19:58:04Z,2022-06-26T19:58:04Z,0
rfscVS0vtbw,Learn Python - Full Course for Beginners [Tutorial],2018-07-11T18:00:42Z,I had no knowledge of python or anything but this video helped out me a lot! Thank you so much Mike God bless <3,2022-06-26T19:17:45Z,2022-06-26T19:17:45Z,0
rfscVS0vtbw,Learn Python - Full Course for Beginners [Tutorial],2018-07-11T18:00:42Z,For anyone who just started I highly recommend skipping to 3:00:17 for that one lesson so they can write down the functionality of their code if they are writing down examples from the video.,2022-06-26T16:02:39Z,2022-06-26T16:02:39Z,3
rfscVS0vtbw,Learn Python - Full Course for Beginners [Tutorial],2018-07-11T18:00:42Z,Day 1: 48:32,2022-06-26T16:01:03Z,2022-06-26T16:01:03Z,0
rfscVS0vtbw,Learn Python - Full Course for Beginners [Tutorial],2018-07-11T18:00:42Z,حفيد,2022-06-26T16:00:03Z,2022-06-26T16:00:03Z,1
rfscVS0vtbw,Learn Python - Full Course for Beginners [Tutorial],2018-07-11T18:00:42Z,personal notes38:18,2022-06-26T12:49:48Z,2022-06-26T12:49:48Z,0
rfscVS0vtbw,Learn Python - Full Course for Beginners [Tutorial],2018-07-11T18:00:42Z,1:02:41,2022-06-26T11:35:09Z,2022-06-26T11:35:09Z,0
rfscVS0vtbw,Learn Python - Full Course for Beginners [Tutorial],2018-07-11T18:00:42Z,3:03:00 in python source code you can see there's Tripple quotes comments so i think it's not a harm to use that,2022-06-26T10:57:55Z,2022-06-26T10:57:55Z,1
rfscVS0vtbw,Learn Python - Full Course for Beginners [Tutorial],2018-07-11T18:00:42Z,I have some misunderstanding with while loop. out_of_guesses = Falsewhile guess != secret_word and not (out_of_guesses):what i understand: out_of_guesses = Falseso: not (out_of_guesses) means True>> users don't have any guesses>> the while loop has to break out.Why did we use and not (out_of_guesses) but not and out_of_guesses.Can anybody explain it? Please help meeeee!,2022-06-26T10:43:03Z,2022-06-26T10:43:03Z,0
rfscVS0vtbw,Learn Python - Full Course for Beginners [Tutorial],2018-07-11T18:00:42Z,My age is 40 but still learning python because of you. Thanks a lot man❤,2022-06-26T08:20:52Z,2022-06-26T08:20:52Z,3
rfscVS0vtbw,Learn Python - Full Course for Beginners [Tutorial],2018-07-11T18:00:42Z,14:04,2022-06-26T08:17:45Z,2022-06-26T08:17:45Z,0
rfscVS0vtbw,Learn Python - Full Course for Beginners [Tutorial],2018-07-11T18:00:42Z,Started 25 June 17:17,2022-06-26T05:31:56Z,2022-06-26T05:31:56Z,0
rfscVS0vtbw,Learn Python - Full Course for Beginners [Tutorial],2018-07-11T18:00:42Z,Thank you,2022-06-26T04:51:42Z,2022-06-26T04:51:42Z,0
rfscVS0vtbw,Learn Python - Full Course for Beginners [Tutorial],2018-07-11T18:00:42Z,someone needs to count how many times bro said python,2022-06-26T04:10:26Z,2022-06-26T04:10:26Z,1
_uQrJ0TkZlc,Python Tutorial - Python Full Course for Beginners,2019-02-18T15:00:08Z,🔥 Want to master Python? Get my Python mastery course: http://bit.ly/35BLHHP👍 Subscribe for more Python tutorials like this: https://goo.gl/6PYaGF,2022-03-07T23:14:00Z,2022-03-07T23:14:00Z,230
_uQrJ0TkZlc,Python Tutorial - Python Full Course for Beginners,2019-02-18T15:00:08Z,I'm already an engineer designing amusement park machines. When I realized I didn't want to do that anymore and wanted to see all of America as much as possible I quit my job came to Canada and saw that there are 2 jobs you can make money and you can see the world. One of them is of course doing something in the software. The other is the bartender. I'm trying to learn both :). Thank you very much for giving me this opportunity at least as a start.,2022-06-27T02:51:02Z,2022-06-27T02:51:02Z,0
_uQrJ0TkZlc,Python Tutorial - Python Full Course for Beginners,2019-02-18T15:00:08Z,Sir plz provide the cheatsheet new link PLz This link is no longer working .,2022-06-27T02:03:32Z,2022-06-27T02:03:32Z,0
_uQrJ0TkZlc,Python Tutorial - Python Full Course for Beginners,2019-02-18T15:00:08Z,Sir I can't thank you enough for this astonishing tutorial. But if I may ask could you please upload the cheat sheet once again?,2022-06-27T00:44:36Z,2022-06-27T00:44:36Z,0
_uQrJ0TkZlc,Python Tutorial - Python Full Course for Beginners,2019-02-18T15:00:08Z,Your dedication & Hardwork shows how legit and reliable you are honestly working with you can’t Express how grateful I’m right now”❤️,2022-06-27T00:01:35Z,2022-06-27T00:01:35Z,1
_uQrJ0TkZlc,Python Tutorial - Python Full Course for Beginners,2019-02-18T15:00:08Z,Your dedication & Hardwork shows how legit and reliable you are honestly working with you can’t Express how grateful I’m right now”❤️,2022-06-27T00:01:30Z,2022-06-27T00:01:30Z,1
_uQrJ0TkZlc,Python Tutorial - Python Full Course for Beginners,2019-02-18T15:00:08Z,Thank you so much for an awesome course. It was very helpful. You have done a really great job!,2022-06-26T22:01:06Z,2022-06-26T22:01:06Z,0
_uQrJ0TkZlc,Python Tutorial - Python Full Course for Beginners,2019-02-18T15:00:08Z,Dear Mosh thank you for this amazing video. I want to ask which path do you think would be better for someone who wants to work as freelancer?,2022-06-26T18:24:41Z,2022-06-26T18:24:41Z,0
_uQrJ0TkZlc,Python Tutorial - Python Full Course for Beginners,2019-02-18T15:00:08Z,|when you change place of  print(max)    you get diffrent resultnumbers= [3628410]max=numbers[0]for number in numbers:    if number>max:        max=number        print(max)        6810numbers= [3628410]max=numbers[0]for number in numbers:    if number>max:        max=number    print(max)   3668810numbers= [3628410]max=numbers[0]for number in numbers:    if number>max:        max=numberprint(max)      10|,2022-06-26T18:08:17Z,2022-06-26T18:08:17Z,0
_uQrJ0TkZlc,Python Tutorial - Python Full Course for Beginners,2019-02-18T15:00:08Z,I'm Mustafa from Africa my question is do i need my computer to be connected to the internet while im doing all this? i'm still on my process downloading the two application,2022-06-26T18:00:20Z,2022-06-26T18:00:20Z,0
_uQrJ0TkZlc,Python Tutorial - Python Full Course for Beginners,2019-02-18T15:00:08Z,woow! mr. mosh. I'm very glad to see yours video. and eager to learn computer programming. thank you very much 😍😍 i like you expression,2022-06-26T17:56:38Z,2022-06-26T17:56:38Z,0
_uQrJ0TkZlc,Python Tutorial - Python Full Course for Beginners,2019-02-18T15:00:08Z,so I have a few questions and will make a list of them as I move on for myself,2022-06-26T17:10:44Z,2022-06-26T17:10:44Z,0
_uQrJ0TkZlc,Python Tutorial - Python Full Course for Beginners,2019-02-18T15:00:08Z,I am facing a problem with nested loops. I have used all the appropriate codes but the output is not the same,2022-06-26T16:56:32Z,2022-06-26T16:56:32Z,0
_uQrJ0TkZlc,Python Tutorial - Python Full Course for Beginners,2019-02-18T15:00:08Z,Actually i dont know why iam learning it i just loved it it is really cool so many stuffs we can imlement via python,2022-06-26T16:36:03Z,2022-06-26T16:36:03Z,0
_uQrJ0TkZlc,Python Tutorial - Python Full Course for Beginners,2019-02-18T15:00:08Z,It is invisible somehow,2022-06-26T16:28:41Z,2022-06-26T16:28:41Z,0
_uQrJ0TkZlc,Python Tutorial - Python Full Course for Beginners,2019-02-18T15:00:08Z,Hello Mosh Good day. I’m from Nigeria and I’ve been learning coding from your channel. I’m having a difficulty with the “ while loop” . I  have been following all your instructions to the T and still don’t know where I got it wrong . Regarding the guessing game It keeps asking for more guesses after failing the guess. The part where it’s supposed to write “sorry you failed “ never appears on the console. Just keeps offering more guesses . Please I’d really need your help. Thanks a lot for everything,2022-06-26T16:02:54Z,2022-06-26T16:02:54Z,0
_uQrJ0TkZlc,Python Tutorial - Python Full Course for Beginners,2019-02-18T15:00:08Z,18 26,2022-06-26T15:57:24Z,2022-06-26T15:57:24Z,0
_uQrJ0TkZlc,Python Tutorial - Python Full Course for Beginners,2019-02-18T15:00:08Z,😁😁😁😁😁😁😁😁,2022-06-26T14:33:45Z,2022-06-26T14:33:45Z,0
_uQrJ0TkZlc,Python Tutorial - Python Full Course for Beginners,2019-02-18T15:00:08Z,for the emoji keyboard click    windows logo + period(.),2022-06-26T14:08:56Z,2022-06-26T14:08:56Z,1
_uQrJ0TkZlc,Python Tutorial - Python Full Course for Beginners,2019-02-18T15:00:08Z,How to control traffic signal with python  how can we use networking here,2022-06-26T14:02:01Z,2022-06-26T14:02:01Z,0
kqtD5dpn9C8,Python for Beginners - Learn Python in 1 Hour,2020-09-16T13:00:20Z,👍 Subscribe for more Python tutorials like this: https://goo.gl/6PYaGF🔥 Want to learn more? Watch my complete Python course: https://youtu.be/_uQrJ0TkZlc,2022-03-07T23:14:30Z,2022-03-07T23:14:30Z,71
kqtD5dpn9C8,Python for Beginners - Learn Python in 1 Hour,2020-09-16T13:00:20Z,patient_name = John Smithage = 20New_patient = True,2022-06-27T03:13:00Z,2022-06-27T03:13:00Z,0
kqtD5dpn9C8,Python for Beginners - Learn Python in 1 Hour,2020-09-16T13:00:20Z,|## Exercise 2weight = input(Weight: )unit = input((K)g or (L)bs: )if unit.upper() == L:    w2 = float(weight)*0.453592    print(Weight in Kg is:  int(w2))else:    w2 = float(weight) * 2.2046    print(Weight in pound is:  int(w2))    print (Done)|,2022-06-27T03:03:50Z,2022-06-27T03:03:50Z,0
kqtD5dpn9C8,Python for Beginners - Learn Python in 1 Hour,2020-09-16T13:00:20Z,|14:50 first_number = input ('First: ')second_number = input ('Second: ')third = int(first_number) + int(second_number)print(third)|,2022-06-27T00:59:07Z,2022-06-27T00:59:07Z,0
kqtD5dpn9C8,Python for Beginners - Learn Python in 1 Hour,2020-09-16T13:00:20Z,|9:00age = 20first_name = John Smithnew_patient = Trueprint('agenamepatient')|,2022-06-27T00:43:19Z,2022-06-27T00:43:59Z,0
kqtD5dpn9C8,Python for Beginners - Learn Python in 1 Hour,2020-09-16T13:00:20Z,I think about EDUCATIONAL possibilities...,2022-06-26T17:57:44Z,2022-06-26T17:57:44Z,0
kqtD5dpn9C8,Python for Beginners - Learn Python in 1 Hour,2020-09-16T13:00:20Z,Automation,2022-06-26T16:27:06Z,2022-06-26T16:27:06Z,0
