GrJP9FLV3FE,XGBoost in Python from Start to Finish,2020-08-01T18:13:06Z,NOTE: You can support StatQuest by purchasing the Jupyter Notebook and Python code seen in this video here: https://statquest.gumroad.com/l/uroxoSupport StatQuest by buying The StatQuest Illustrated Guide to Machine Learning!!!PDF - https://statquest.gumroad.com/l/wvtmcPaperback - https://www.amazon.com/dp/B09ZCKR4H6Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC,2020-08-01T18:13:24Z,2022-05-08T11:03:55Z,32
GrJP9FLV3FE,XGBoost in Python from Start to Finish,2020-08-01T18:13:06Z,I get an error at the following line:plot_confusion_matrix(clf_xgb                      X_test                      y_test                      values_format='d'                      display_labels=[Did not leave Left]) Looks like plot_confusion_matrix is deprecated? The error is here:---------------------------------------------------------------------------XGBoostError                              Traceback (most recent call last)/var/folders/cm/vqsqnkqn19x8nz5_d5912hhrzh0cg1/T/ipykernel_37155/2937921683.py in <module>----> 1 plot_confusion_matrix(clf_xgb      2                       X_test      3                       y_test      4                       values_format='d'      5                       display_labels=[Did not leave Left])~/opt/anaconda3/lib/python3.9/site-packages/sklearn/utils/validation.py in inner_f(*args **kwargs)     61             extra_args = len(args) - len(all_args)     62             if extra_args <= 0:---> 63                 return f(*args **kwargs)     64      65             # extra_args > 0~/opt/anaconda3/lib/python3.9/site-packages/sklearn/metrics/_plot/confusion_matrix.py in plot_confusion_matrix(estimator X y_true labels sample_weight normalize display_labels include_values xticks_rotation values_format cmap ax colorbar)    261         raise ValueError(plot_confusion_matrix only supports classifiers)    262 --> 263     y_pred = estimator.predict(X)    264     cm = confusion_matrix(y_true y_pred sample_weight=sample_weight    265                           labels=labels normalize=normalize)~/opt/anaconda3/lib/python3.9/site-packages/xgboost/sklearn.py in predict(self X output_margin ntree_limit validate_features base_margin iteration_range)   1282         iteration_range: Optional[Tuple[int int]] = None   1283     ) -> np.ndarray:-> 1284         class_probs = super().predict(   1285             X=X   1286             output_margin=output_margin~/opt/anaconda3/lib/python3.9/site-packages/xgboost/sklearn.py in predict(self X output_margin ntree_limit validate_features base_margin iteration_range)    879         if self._can_use_inplace_predict():    880             try:--> 881                 predts = self.get_booster().inplace_predict(    882                     data=X    883                     iteration_range=iteration_range~/opt/anaconda3/lib/python3.9/site-packages/xgboost/core.py in inplace_predict(self data iteration_range predict_type missing validate_features base_margin strict_shape)   2032             from .data import _ensure_np_dtype   2033             data _ = _ensure_np_dtype(data data.dtype)-> 2034             _check_call(   2035                 _LIB.XGBoosterPredictFromDense(   2036                     self.handle~/opt/anaconda3/lib/python3.9/site-packages/xgboost/core.py in _check_call(ret)    216         217     if ret != 0:--> 218         raise XGBoostError(py_str(_LIB.XGBGetLastError()))    219     220 XGBoostError: [17:07:24] ../src/c_api/c_api_utils.h:161: Invalid missing value: nullStack trace:  [bt] (0) 1   libxgboost.dylib                    0x00000001222a1a54 dmlc::LogMessageFatal::~LogMessageFatal() + 116  [bt] (1) 2   libxgboost.dylib                    0x000000012229b28e xgboost::GetMissing(xgboost::Json const&) + 286  [bt] (2) 3   libxgboost.dylib                    0x00000001222a9454 void InplacePredictImpl<xgboost::data::ArrayAdapter>(std::__1::shared_ptr<xgboost::data::ArrayAdapter> std::__1::shared_ptr<xgboost::DMatrix> char const* xgboost::Learner* unsigned long unsigned long unsigned long long const** unsigned long long* float const**) + 516  [bt] (3) 4   libxgboost.dylib                    0x00000001222a8f28 XGBoosterPredictFromDense + 344  [bt] (4) 5   libffi.7.dylib                      0x000000010d9bcead ffi_call_unix64 + 85,2022-06-17T21:23:46Z,2022-06-17T21:23:46Z,0
GrJP9FLV3FE,XGBoost in Python from Start to Finish,2020-08-01T18:13:06Z,Hi Josh for the numerical variable do you still code missing data as 0? if so this 0 could be misleading to a real zero right?,2022-06-02T19:23:08Z,2022-06-02T19:23:08Z,0
GrJP9FLV3FE,XGBoost in Python from Start to Finish,2020-08-01T18:13:06Z,Thank you for this great tutorial Josh! Your videos have immensely helped in understanding some of the complex topics. One thing I noticed while watching this tutorial is the handling of categorical features. I think the explanation you gave for Why not to use LabelEncoding? is applicable for models like Linear Regression SVM NN but not for Trees because they only focus on the order of the feature values. For example in a set of [1234] threshold < 1.5 would be equivalent to threshold == 1. Please let me know if my thought process in wrong.,2022-05-27T20:47:30Z,2022-05-27T20:47:30Z,0
GrJP9FLV3FE,XGBoost in Python from Start to Finish,2020-08-01T18:13:06Z,Hi I'm just playing with the code and I get an error in the 'Build a preliminary XGBoost Model' section. The ValueError: 2 different 'eval_metric' are provided. Use the one in constructor or 'set_params' instead. Can you advise on how to fix this please as I'm a noob :D,2022-05-27T10:23:07Z,2022-05-27T10:23:25Z,0
GrJP9FLV3FE,XGBoost in Python from Start to Finish,2020-08-01T18:13:06Z,Thank you for the great work!,2022-05-27T02:41:16Z,2022-05-27T02:41:16Z,1
GrJP9FLV3FE,XGBoost in Python from Start to Finish,2020-08-01T18:13:06Z,Thank you for this XGBoost tutorial video. It makes people like me so easy to follow. In this tutorial you printed gain cover total_gain and total_cover at https://youtu.be/GrJP9FLV3FE?t=3231. It reminds me that you showed us how to calculate gain at https://youtu.be/8b1JEDvenQU?t=457 and cover at https://youtu.be/8b1JEDvenQU?t=606 in your XGBoost Part 2 (of 4): Classification video. Can you explain which of gain cover total_gain and total_cover in this tutorial are gain and cover in XGBoost Part 2 (of 4): Classification video? I am still a bit confused after reading XGBoost Python API doc.,2022-05-26T02:19:09Z,2022-05-26T02:19:09Z,0
GrJP9FLV3FE,XGBoost in Python from Start to Finish,2020-08-01T18:13:06Z,Thanks!,2022-05-25T01:16:47Z,2022-05-25T01:16:47Z,1
GrJP9FLV3FE,XGBoost in Python from Start to Finish,2020-08-01T18:13:06Z,Can't thank you enough for the clearest and best explanation on YouTube <3,2022-05-24T14:08:09Z,2022-05-24T14:08:09Z,1
GrJP9FLV3FE,XGBoost in Python from Start to Finish,2020-08-01T18:13:06Z,Thank you so much^^,2022-05-19T09:48:16Z,2022-05-19T09:48:16Z,1
